diagnostics_step,diagnostics_source,task_id,game_id,task_type,student_model_version,run_id,task_success,turn_count,first_turn,last_turn,student_entropy_mean,teacher_entropy_mean,student_entropy_slope_per_turn,teacher_entropy_slope_per_turn,teacher_entropy_initial,teacher_entropy_final,teacher_entropy_min,teacher_entropy_max,teacher_entropy_peak_turn,teacher_entropy_last5_minus_first5,teacher_entropy_turns5to9_minus_turns0to4,teacher_entropy_max_positive_jump,teacher_entropy_cumulative
1,train,train/look_at_obj_in_light-CD-None-DeskLamp-305/trial_T20190909_132423_909909/game.tw-pddl,train/look_at_obj_in_light-CD-None-DeskLamp-305/trial_T20190909_132423_909909/game.tw-pddl,look_at_obj_in_light,0,0,False,24,0,23,0.21228031103894818,0.1979925262604829,-0.016697104889415924,-0.010248940402706167,0.15722586883306483,0.007831563896198433,0.007831563896198433,0.470387539805615,6,-0.12893887221312128,0.12549026250868536,0.3500826671984825,4.751820630251589
1,train,train/pick_and_place_simple-Book-None-Desk-310/trial_T20190909_121828_424706/game.tw-pddl,train/pick_and_place_simple-Book-None-Desk-310/trial_T20190909_121828_424706/game.tw-pddl,pick_and_place_simple,0,0,True,6,0,5,0.45315072048680527,0.3412695045404959,-0.005321605397495803,-0.008439220887014418,0.35566141717306116,0.23239245912919557,0.23239245912919557,0.45538589913209837,3,,,0.1630284689953484,2.0476170272429757
1,train,train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180511_344768/game.tw-pddl,train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180511_344768/game.tw-pddl,pick_and_place_simple,0,0,True,6,0,5,0.25350863766755544,0.1685163769605399,-0.030597496286006942,-0.03343514309161154,0.1766428082031542,0.08055660904686875,0.08055660904686875,0.312685185174865,1,,,0.1360423769717108,1.0110982617632394
1,train,train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524/game.tw-pddl,train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524/game.tw-pddl,pick_and_place_simple,0,0,True,10,0,9,0.24351168268327625,0.17928441097253248,-0.00596635094378068,-0.0033026383212313385,0.11637923554191427,0.16125877861360033,0.03731239429975091,0.30289306672941607,2,-0.06445142159745099,-0.06445142159745099,0.23012690392157614,1.7928441097253247
1,train,train/pick_and_place_simple-CreditCard-None-Shelf-307/trial_T20190908_141017_721379/game.tw-pddl,train/pick_and_place_simple-CreditCard-None-Shelf-307/trial_T20190908_141017_721379/game.tw-pddl,pick_and_place_simple,0,0,True,4,0,3,0.26541853310528046,0.14059000179647294,-0.024595278330328322,-0.03980881132075247,0.19041976345919004,0.04476961395928473,0.04476961395928473,0.19041976345919004,0,,,0.0388623352921916,0.5623600071858917
1,train,train/pick_and_place_simple-SoapBottle-None-Toilet-426/trial_T20190906_180946_873820/game.tw-pddl,train/pick_and_place_simple-SoapBottle-None-Toilet-426/trial_T20190906_180946_873820/game.tw-pddl,pick_and_place_simple,0,0,True,10,0,9,0.23711098122224267,0.1608143272777239,-0.007776623963515651,-0.012869579455597772,0.24058224844776852,0.09526084047368785,0.06267666109276171,0.2987291755076269,6,-0.04493391946959058,-0.04493391946959058,0.15354177422262283,1.6081432727772391
1,train,train/pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543/game.tw-pddl,train/pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543/game.tw-pddl,pick_and_place_simple,0,0,True,10,0,9,0.1514742896219174,0.10164902120153865,-0.004400694761507836,-0.005746778017687311,0.12009717370904277,0.09682229191244436,0.00985691521727984,0.1749869670131415,4,-0.04816010246095179,-0.04816010246095179,0.15366714713839336,1.0164902120153865
1,train,train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000031_668520/game.tw-pddl,train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000031_668520/game.tw-pddl,pick_clean_then_place_in_recep,0,0,True,9,0,8,0.29503935892759586,0.1852314304246128,-0.015418830399269088,-0.01640447288164808,0.20855579201212107,0.04109281258492831,0.04109281258492831,0.3130156041567033,2,,,0.13744991119174585,1.667082873821515
1,train,train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000922_271997/game.tw-pddl,train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000922_271997/game.tw-pddl,pick_clean_then_place_in_recep,0,0,False,18,0,17,0.14265494394780415,0.13340617238204688,-0.0021883660158252423,-0.0017503519014097962,0.19811020936249973,0.18442284429834482,0.0003819893671242955,0.3295943054092648,2,-0.04506527476375344,-0.1617016165630461,0.23286011362139364,2.401311102876844
1,train,train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_215900_237409/game.tw-pddl,train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_215900_237409/game.tw-pddl,pick_cool_then_place_in_recep,0,0,False,17,0,16,0.40723868358246035,0.34407906237454905,0.005778669225785809,0.01694963225088905,0.2733600007198473,0.5239729944113887,0.049233873682690756,0.5758145208213719,6,0.2562388976706014,0.3409423132725905,0.26779926569631757,5.849344060367334
